colors,description,images,price,product_info,rating,title
"Red & Pink,Beige,Olive Green,Teal","Available for Waist 19"" - 63"" | Petite - Tall,Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique.,Disclaimer: All products shown in this picture, apart from these Shorts, are purely for Styling and Photography purposes. These will not be included in your order.,We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts.,SKU: WSRT36A,---------------------------,100% COTTON,100% Cotton is the epitome of versatility and longevity. It is breathable and super absorbent, keeping you fresh all day. Cotton does not retain odor and has been a staple fabric for years.,It's good for your skin and the planet.","//cdn.shopify.com/s/files/1/0534/2501/2925/products/red-solid-cotton-short-shorts-short-shorts-467892_160x.jpg?v=1611250620,//cdn.shopify.com/s/files/1/0534/2501/2925/products/red-solid-cotton-short-shorts-short-shorts-349011_160x.jpg?v=1611250620,//cdn.shopify.com/s/files/1/0534/2501/2925/products/red-solid-cotton-short-shorts-short-shorts-775353_160x.jpg?v=1611250620,//cdn.shopify.com/s/files/1/0534/2501/2925/products/red-solid-cotton-short-shorts-short-shorts-704787_160x.jpg?v=1611250620,//cdn.shopify.com/s/files/1/0534/2501/2925/products/red-solid-cotton-short-shorts-short-shorts-272345_160x.jpg?v=1611250620","₹2,460","Primary Fabric: 100% Cotton,Pattern: Solid,Color: Red, Pink,Style: Short,Length: Mid-Thigh Length,Mid Rise waist,Full Elasticated Waist,This garment has Slash Pocket, Mobile Pocket,Number of Pockets: 3,Garment Transparency: Opaque,Relaxed Fit",5.00,Red Solid Cotton Short Shorts
,"Available for Waist 19"" - 63"" | Petite - Tall,Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique.,Disclaimer: All products shown in this picture, apart from these Shorts, are purely for Styling and Photography purposes. These will not be included in your order.,We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts.,SKU: WSRT43A,---------------------------,HANDSPUN AND HAND WOVEN + AZO-FREE DYED,When fiber is spun by hand using tools like the spindle and distaff, the yarn is handspun. When these yarns are woven by hand or on an unpowered loom, they form a handspun and hand woven fabric.

It has slight imperfections, but some people call it 'art to wear.' Now, when such fabrics are dyed using Azo-Free dyes, they become artisanal and good for your skin.

Azo-Free dyes are void of toxic chemicals such as chlorine bleach and carcinogens that promote growth of cancer.

These fabrics are skin-friendly for you and the artisans, and are environment-friendly.","//cdn.shopify.com/s/files/1/0534/2501/2925/products/handspun-brown-flared-shorts-flared-shorts-171324_160x.jpg?v=1626080841,//cdn.shopify.com/s/files/1/0534/2501/2925/products/handspun-brown-flared-shorts-flared-shorts-875565_160x.jpg?v=1626080841,//cdn.shopify.com/s/files/1/0534/2501/2925/products/handspun-brown-flared-shorts-flared-shorts-517788_160x.jpg?v=1626080841,//cdn.shopify.com/s/files/1/0534/2501/2925/products/handspun-brown-flared-shorts-flared-shorts-183739_160x.jpg?v=1626080841,//cdn.shopify.com/s/files/1/0534/2501/2925/products/handspun-brown-flared-shorts-flared-shorts-563954_160x.jpg?v=1626080841,//cdn.shopify.com/s/files/1/0534/2501/2925/products/handspun-brown-flared-shorts-flared-shorts-643506_160x.jpg?v=1626080841","₹3,720","Primary Fabric: 100% Cotton - Yarn Dyed, Azo-Free Dyed, Handspun, Hand Woven in Murshidabad (West Bengal),This is a lined garment,Pattern: Solid,Color: Brown,Style: Flared,Length: Mid-Thigh Length,Mid Rise waist,Half Elasticated Waist,This garment has Inseam Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Comfort Fit",0.00,Handspun Brown Flared Shorts
,"Available for Waist 19"" - 63"" | Petite - Tall,Take a break from your busy life, and relax in our cool and breezy short shorts. Made from100% cotton, it features half elasticated waist for effortless wearing, and slash pockets for added functionality. It comes complete with sea-shell buttons and a drawstring at the waist. Take it out on a sunny day styled with a white camisole and slide sandals for a walk along the beach.,Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique.,Disclaimer: All products shown in this picture, apart from these Shorts, are purely for Styling and Photography purposes. These will not be included in your order.,We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts.,SKU: WSRT3,---------------------------,100% COTTON,100% Cotton is the epitome of versatility and longevity. It is breathable and super absorbent, keeping you fresh all day. Cotton does not retain odor and has been a staple fabric for years.,It's good for your skin and the planet.","//cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-blue-low-rise-short-cotton-shorts-short-shorts-147767_160x.jpg?v=1625993203,//cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-blue-low-rise-short-cotton-shorts-short-shorts-543892_160x.jpg?v=1625993203,//cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-blue-low-rise-short-cotton-shorts-short-shorts-142755_160x.jpg?v=1625993203,//cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-blue-low-rise-short-cotton-shorts-short-shorts-592756_160x.jpg?v=1625993203,//cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-blue-low-rise-short-cotton-shorts-short-shorts-223174_160x.jpg?v=1625993203","₹3,140","Primary Fabric: 100% Cotton,Pattern: Solid,Color: Teal,Button Type: Shell,Style: Short,Length: Mid-Thigh Length,Low Rise waist,Half Elasticated Waist,This garment has Slash Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Comfort Fit,Drawstring at waist,Functional Specialty: Curved Hem",0.00,Teal Blue Low Rise Short Cotton Shorts
"Grape Wine,Ash Grey,English Rose","Available for Waist 19"" - 63"" | Petite - Tall,Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique.,Disclaimer: All products shown in this picture, apart from these Shorts, are purely for Styling and Photography purposes. These will not be included in your order.,We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts.,SKU: WSRT48A,---------------------------,100% COTTON,100% Cotton is the epitome of versatility and longevity. It is breathable and super absorbent, keeping you fresh all day. Cotton does not retain odor and has been a staple fabric for years.,It's good for your skin and the planet.","//cdn.shopify.com/s/files/1/0534/2501/2925/products/purple-flannel-convertible-pant-shorts-pant-shorts-644612_160x.jpg?v=1630151484,//cdn.shopify.com/s/files/1/0534/2501/2925/products/purple-flannel-convertible-pant-shorts-pant-shorts-841678_160x.jpg?v=1611242402,//cdn.shopify.com/s/files/1/0534/2501/2925/products/purple-flannel-convertible-pant-shorts-pant-shorts-269184_160x.jpg?v=1611242402,//cdn.shopify.com/s/files/1/0534/2501/2925/products/purple-flannel-convertible-pant-shorts-pant-shorts-125674_160x.jpg?v=1611242402,//cdn.shopify.com/s/files/1/0534/2501/2925/products/purple-flannel-convertible-pant-shorts-pant-shorts-514479_160x.jpg?v=1611242402,//cdn.shopify.com/s/files/1/0534/2501/2925/products/purple-flannel-convertible-pant-shorts-pant-shorts-819404_160x.jpg?v=1611242402,//cdn.shopify.com/s/files/1/0534/2501/2925/products/purple-flannel-convertible-pant-shorts-pant-shorts-687675_160x.jpg?v=1611242402,//cdn.shopify.com/s/files/1/0534/2501/2925/products/purple-flannel-convertible-pant-shorts-pant-shorts-131869_160x.jpg?v=1611242402,//cdn.shopify.com/s/files/1/0534/2501/2925/products/purple-flannel-convertible-pant-shorts-pant-shorts-529126_160x.jpg?v=1611242402,//cdn.shopify.com/s/files/1/0534/2501/2925/products/purple-flannel-convertible-pant-shorts-pant-shorts-909166_160x.jpg?v=1611242403,//cdn.shopify.com/s/files/1/0534/2501/2925/products/purple-flannel-convertible-pant-shorts-pant-shorts-974872_160x.jpg?v=1611242403,//cdn.shopify.com/s/files/1/0534/2501/2925/products/purple-flannel-convertible-pant-shorts-pant-shorts-218760_160x.jpg?v=1611242403,//cdn.shopify.com/s/files/1/0534/2501/2925/products/purple-flannel-convertible-pant-shorts-pant-shorts-811806_160x.jpg?v=1630151524","₹4,630","Primary Fabric: 100% Cotton Flannel,Pattern: Solid,Color: Grape Wine,Button Type: Shell,Style: Convertible Straight Cargo Pant Shorts,Length: Ankle Length when worn as Pant. Mid-Thigh Length when worn as Shorts,Mid Rise waist,Half Elasticated Waist,This garment has Slash Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Relaxed Fit,Exposed Zip at Front",0.00,Purple Flannel Convertible Pant Shorts
,"Available for Waist 19"" - 63"" | Petite - Tall,Airy and soft, these Mangalgiri cotton shorts are sure to become your favorite this summer. With slash pockets to slide in your essentials, these short shorts feature a half elasticated waist for a comfortable fit. Strike a pose at the beach in these shorts styles with a midriff top and flip-flops.,Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique.,Disclaimer: All products shown in this picture, apart from these Shorts, are purely for Styling and Photography purposes. These will not be included in your order.,We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts.,SKU: WSRT19,---------------------------,MANGALGIRI COTTON,Translating to 'Holy Mountain,' Mangalgiri fabric is produced from combed cotton by warp and weft interlacing, using pit looms.

Dyeing of these yarns is done carefully by slowly turning them in the dye, to achieve a uniform color. This fabric is known for its quality and extraordinary feel.","//cdn.shopify.com/s/files/1/0534/2501/2925/products/violet-mangalgiri-cotton-short-shorts-short-shorts-603837_160x.jpg?v=1625991042,//cdn.shopify.com/s/files/1/0534/2501/2925/products/violet-mangalgiri-cotton-short-shorts-short-shorts-544081_160x.jpg?v=1625991042,//cdn.shopify.com/s/files/1/0534/2501/2925/products/violet-mangalgiri-cotton-short-shorts-short-shorts-111444_160x.jpg?v=1625991042,//cdn.shopify.com/s/files/1/0534/2501/2925/products/violet-mangalgiri-cotton-short-shorts-short-shorts-273810_160x.jpg?v=1625991042,//cdn.shopify.com/s/files/1/0534/2501/2925/products/violet-mangalgiri-cotton-short-shorts-short-shorts-948141_160x.jpg?v=1625991042","₹3,440","Primary Fabric: 100% Cotton Mangalgiri - Yarn Dyed, Woven in Chinnalapatti (Tamil Nadu),Pattern: Stripes,Color: Violet,Style: Short,Length: Mid-Thigh Length,High Rise waist,Half Elasticated Waist,This garment has Slash Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Relaxed Fit,Pin Tucks at front",0.00,Violet Striped Mangalgiri Cotton Shorts
"Grape Wine,Ash Grey,English Rose","Available for Waist 19"" - 63"" | Petite - Tall,A utilitarian's dream, these Convertible 100% Cotton Flannel Pant Shorts are a wardrobe staple. For days when you want your legs to breathe, you can wear them as shorts. When the mercury dips, just attach the lower part using the buttoned lining. This convertible looks fabulous as shorts, as well as a pant. It comes with 2 pockets for your hands to rest. Wear it with a crop top and espadrilles and look fantastic.,Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique.,Disclaimer: All products shown in this picture, apart from these Shorts, are purely for Styling and Photography purposes. These will not be included in your order.,We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts.,SKU: WSRT48,---------------------------,100% COTTON,100% Cotton is the epitome of versatility and longevity. It is breathable and super absorbent, keeping you fresh all day. Cotton does not retain odor and has been a staple fabric for years.,It's good for your skin and the planet.","//cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-594018_160x.jpg?v=1625989303,//cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-350128_160x.jpg?v=1625989303,//cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-534875_160x.jpg?v=1625989303,//cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-953105_160x.jpg?v=1625989309,//cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-491116_160x.jpg?v=1625989303,//cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-111323_160x.jpg?v=1625989303,//cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-179966_160x.jpg?v=1625989303,//cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-300373_160x.jpg?v=1625989303,//cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-232445_160x.jpg?v=1625989303,//cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-443566_160x.jpg?v=1625989303,//cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-800316_160x.jpg?v=1625989309,//cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-868160_160x.jpg?v=1625989309,//cdn.shopify.com/s/files/1/0534/2501/2925/products/convertible-pink-flannel-pant-shorts-straight-shorts-535055_160x.jpg?v=1625989303","₹4,630","Primary Fabric: 100% Cotton Flannel,Pattern: Solid,Color: English Rose,Button Type: Shell,Style: Convertible Straight Cargo Pant Shorts,Length: Ankle Length when worn as Pant. Mid-Thigh Length when worn as Shorts,Mid Rise waist,Half Elasticated Waist,This garment has Slash Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Relaxed Fit,Exposed Zip at Front",0.00,Pink Flannel Convertible Pant Shorts
,"Available for Waist 19"" - 63"" | Petite - Tall,Airy and soft, these crinkled cotton shorts are sure to become your favorite this summer. With slash pockets to slide in your essentials, these short shorts feature half elasticated waist for a comfortable fit. Strike a pose at the beach in these shorts styles with a white top and flip-flops.,Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique.,Disclaimer: All products shown in this picture, apart from these Shorts, are purely for Styling and Photography purposes. These will not be included in your order.,We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts.,SKU: WSRT29,---------------------------,100% COTTON,100% Cotton is the epitome of versatility and longevity. It is breathable and super absorbent, keeping you fresh all day. Cotton does not retain odor and has been a staple fabric for years.,It's good for your skin and the planet.","//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-short-crinkled-cotton-shorts-short-shorts-679340_160x.jpg?v=1625993784,//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-short-crinkled-cotton-shorts-short-shorts-166598_160x.jpg?v=1625993784,//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-short-crinkled-cotton-shorts-short-shorts-268133_160x.jpg?v=1625993784,//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-short-crinkled-cotton-shorts-short-shorts-244886_160x.jpg?v=1625993784,//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-short-crinkled-cotton-shorts-short-shorts-892179_160x.jpg?v=1625993784,//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-short-crinkled-cotton-shorts-short-shorts-577404_160x.jpg?v=1625993784,//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-short-crinkled-cotton-shorts-short-shorts-717647_160x.jpg?v=1625993784","₹4,000","Primary Fabric: 100% Cotton - Crinkled,This is a lined garment,Pattern: Solid,Color: Off-white,Style: Short,Length: Mid-Thigh Length,Mid Rise waist,Half Elasticated Waist, Attached Belt at Waist,This garment has Slash Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Comfort Fit",0.00,White Short Crinkled Cotton Shorts
"Powder Blue,Brick Red,Powder Pink,Rust,Yellow,Khaki Green","Available for Waist 19"" - 63"" | Petite - Tall,For days as hot as the sun, our short shorts are perfect. It's a cute pair of violet shorts made from Mangalgiri cotton, in a relaxed silhouette with patch pockets. It features a fully elasticated waist with an attached belt for a snug fit. These shorts keep you feeling breezy all day, no matter where you go - the beach, brunch, or a day out. Complete the look with an ecru flared camisole and slide sandals.,Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique.,Disclaimer: All products shown in this picture, apart from these Shorts, are purely for Styling and Photography purposes. These will not be included in your order.,We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts.,SKU: WSRT21,---------------------------,HANDSPUN AND HAND WOVEN + VEGETABLE DYED +,When fiber is spun by hand using tools like the spindle and distaff, the yarn is handspun. When these yarns are woven by hand or on an unpowered loom, they form a handspun and hand woven fabric.

It has slight imperfections, but some people call it 'art to wear.' Now, when such fabrics are dyed using vegetable dyes, they become artisanal and good for your skin.

Vegetable dyes, as the name suggests, are derived from everyday vegetables and plants. These fabrics are skin-friendly for you and the artisans, and are environment-friendly.","//cdn.shopify.com/s/files/1/0534/2501/2925/products/khakhi-vegetable-dyed-handspun-short-shorts-short-shorts-683178_160x.jpg?v=1626083172,//cdn.shopify.com/s/files/1/0534/2501/2925/products/khakhi-vegetable-dyed-handspun-short-shorts-short-shorts-974820_160x.jpg?v=1626083172,//cdn.shopify.com/s/files/1/0534/2501/2925/products/khakhi-vegetable-dyed-handspun-short-shorts-short-shorts-725976_160x.jpg?v=1626083172,//cdn.shopify.com/s/files/1/0534/2501/2925/products/khakhi-vegetable-dyed-handspun-short-shorts-short-shorts-401467_160x.jpg?v=1626083172,//cdn.shopify.com/s/files/1/0534/2501/2925/products/khakhi-vegetable-dyed-handspun-short-shorts-short-shorts-346326_160x.jpg?v=1626083172","₹4,670","Primary Fabric: 100% Cotton - Vegetable Dyed in Ahmedabad (Gujarat), Handspun, Hand Woven in Nagri (Tamil Nadu),Pattern: Solid,Color: Khaki Green,Style: Short,Length: Mid-Thigh Length,Mid Rise waist,Full Elasticated Waist, Attached Belt at Waist,This garment has Patch Pocket, Mobile Pocket,Number of Pockets: 4,Garment Transparency: Opaque,Comfort Fit,Contrast Top Stitch",0.00,Khaki Vegetable Dyed Handspun Short Shorts
,"Available for Waist 19"" - 63"" | Petite - Tall,Heading out to the beach? This summer stroll in style with our short shorts. With banded waist and inseam pockets, this is the most versatile a pair of shorts can get. It is made from 100% cotton, and features hand-block printed paisleys. Style it with a pink crop top to strike a pose wherever you go.,Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique.,Disclaimer: All products shown in this picture, apart from these Shorts, are purely for Styling and Photography purposes. These will not be included in your order.,We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts.,SKU: WSRT8,---------------------------,SANGANERI HAND BLOCK PRINT,Sanganeri hand-block printing originated 5 centuries ago in Sanganer, a village near Jaipur, Rajasthan. Wooden blocks are used to hand-print the pattern on the fabric directly.,More the blocks used, more detailed these block print clothes are.,Read more about Sanganeri Hand-Block Print,Handmade - With Love, For You, By Us.","//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-handblock-printed-paisley-short-shorts-short-shorts-799175_160x.jpg?v=1626371001,//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-handblock-printed-paisley-short-shorts-short-shorts-554380_160x.jpg?v=1626371001,//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-handblock-printed-paisley-short-shorts-short-shorts-425966_160x.jpg?v=1626371001,//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-handblock-printed-paisley-short-shorts-short-shorts-622898_160x.jpg?v=1626371001,//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-handblock-printed-paisley-short-shorts-short-shorts-684463_160x.jpg?v=1626371001","₹3,800","Craft: Sanganeri Hand Block Print,Primary Fabric: 100% Cotton - Azo-Free Dyed, Hand Block Printed in Sanganer (Rajasthan),This is a lined garment,This garment is Hand Embroidered,Pattern: Paisley, Contemporary,Color: White, Pink,Lace: Block-Printed Lace,Style: Short,Length: Mid-Thigh Length,Mid Rise waist,Banded waist,This garment has Inseam Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Relaxed Fit,Tie-Up at waist",0.00,White Mid Rise Paisley Short Shorts
,"Available for Waist 19"" - 63"" | Petite - Tall,Making up for a summer wardrobe essential, this Indigo floral short shorts is a cute thing to take out for a brunch or a casual day-out. It even has patch pockets to keep your hands free for a chilled cola. Pair it with a crop top and slip-on shoes.,Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique.,Disclaimer: All products shown in this picture, apart from these Shorts, are purely for Styling and Photography purposes. These will not be included in your order.,We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts.,SKU: WSRT5,---------------------------,DABU HAND BLOCK PRINT,Originated from Rajasthan, Dabu is a hand-block printing technique of dyeing clothes using the resist method. A mud mixture is hand-blocked on yellow-tinted fabric. Then, sawdust is sprinkled to avoid sticking. After drying, the fabric is dyed, which leaves the mud motifs uncolored.,Read more about Dabu Hand-Block Print,Handmade - With Love, For You, By Us.","//cdn.shopify.com/s/files/1/0534/2501/2925/products/dabu-indigo-short-shorts-short-shorts-668532_160x.jpg?v=1626084919,//cdn.shopify.com/s/files/1/0534/2501/2925/products/dabu-indigo-short-shorts-short-shorts-799415_160x.jpg?v=1626084919,//cdn.shopify.com/s/files/1/0534/2501/2925/products/dabu-indigo-short-shorts-short-shorts-918230_160x.jpg?v=1626084919,//cdn.shopify.com/s/files/1/0534/2501/2925/products/dabu-indigo-short-shorts-short-shorts-237455_160x.jpg?v=1626084919,//cdn.shopify.com/s/files/1/0534/2501/2925/products/dabu-indigo-short-shorts-short-shorts-266670_160x.jpg?v=1626084919","₹2,820","Craft: Dabu Hand Block Print,Primary Fabric: 100% Cotton - Natural Dyed, Hand Block Printed in Sanganer (Rajasthan),This is a lined garment,Pattern: Floral, Contemporary,Color: Indigo,Style: Short,Length: Mid-Thigh Length,Mid Rise waist,Half Elasticated Waist,This garment has Patch Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Comfort Fit,Cord Piping",0.00,Natural Dyed Mid Rise Dabu Printed Shorts
,"Available for Waist 19"" - 63"" | Petite - Tall,Perfect for anyone who loves a blend of checks and stripes. These pocket-friendly paneled shorts come with slash pockets to rest your hands (and your stuff!). The fully elasticated waist makes it easy to wear, while the vegetable dyed 100% cotton ensures it's skin-friendliness. Style it with your favorite white spaghetti top and slide sandals for a perfect brunch by the sea.,Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique.,Disclaimer: All products shown in this picture, apart from these Shorts, are purely for Styling and Photography purposes. These will not be included in your order.,We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts.,SKU: WSRT34,---------------------------,HANDSPUN AND HAND WOVEN + VEGETABLE DYED +,When fiber is spun by hand using tools like the spindle and distaff, the yarn is handspun. When these yarns are woven by hand or on an unpowered loom, they form a handspun and hand woven fabric.

It has slight imperfections, but some people call it 'art to wear.' Now, when such fabrics are dyed using vegetable dyes, they become artisanal and good for your skin.

Vegetable dyes, as the name suggests, are derived from everyday vegetables and plants. These fabrics are skin-friendly for you and the artisans, and are environment-friendly.","//cdn.shopify.com/s/files/1/0534/2501/2925/products/vegetable-dyed-off-white-paneled-shorts-paneled-shorts-120047_160x.jpg?v=1626283687,//cdn.shopify.com/s/files/1/0534/2501/2925/products/vegetable-dyed-off-white-paneled-shorts-paneled-shorts-297253_160x.jpg?v=1626283687,//cdn.shopify.com/s/files/1/0534/2501/2925/products/vegetable-dyed-off-white-paneled-shorts-paneled-shorts-278679_160x.jpg?v=1626283687,//cdn.shopify.com/s/files/1/0534/2501/2925/products/vegetable-dyed-off-white-paneled-shorts-paneled-shorts-215418_160x.jpg?v=1626283687,//cdn.shopify.com/s/files/1/0534/2501/2925/products/vegetable-dyed-off-white-paneled-shorts-paneled-shorts-377677_160x.jpg?v=1626283687","₹3,940","Primary Fabric: 100% Cotton - Yarn Dyed, Vegetable Dyed in Ahmedabad (Gujarat), Handspun, Hand Woven in Nagri (Tamil Nadu),Pattern: Checks,Color: Off-white, Pink,Style: Paneled,Length: Mid-Thigh Length,Mid Rise waist,Full Elasticated Waist,This garment has Slash Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Comfort Fit",0.00,Vegetable Dyed Off-White Paneled Shorts
,"Available for Waist 19"" - 63"" | Petite - Tall,Take comfort in a classic with our checkered 100% Cotton Muslin Shorts. It features a half-elasticated waist with an attached belt for a secure grip. The shorts come with a tie-up at the front and 2 Slash Pockets for essentials. Pair it with an off white shirt and flip-ons for a fresh look.,Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique.,Disclaimer: All products shown in this picture, apart from these Shorts, are purely for Styling and Photography purposes. These will not be included in your order.,We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts.,SKU: WSRT42,---------------------------,HANDSPUN AND HAND WOVEN + AZO-FREE DYED,When fiber is spun by hand using tools like the spindle and distaff, the yarn is handspun. When these yarns are woven by hand or on an unpowered loom, they form a handspun and hand woven fabric.

It has slight imperfections, but some people call it 'art to wear.' Now, when such fabrics are dyed using Azo-Free dyes, they become artisanal and good for your skin.

Azo-Free dyes are void of toxic chemicals such as chlorine bleach and carcinogens that promote growth of cancer.

These fabrics are skin-friendly for you and the artisans, and are environment-friendly.","//cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-blue-checkered-handspun-shorts-straight-shorts-428206_160x.jpg?v=1625992472,//cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-blue-checkered-handspun-shorts-straight-shorts-240981_160x.jpg?v=1625992472,//cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-blue-checkered-handspun-shorts-straight-shorts-686367_160x.jpg?v=1625992472,//cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-blue-checkered-handspun-shorts-straight-shorts-530598_160x.jpg?v=1625992472,//cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-blue-checkered-handspun-shorts-straight-shorts-109983_160x.jpg?v=1625992472,//cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-blue-checkered-handspun-shorts-straight-shorts-523607_160x.jpg?v=1625992472","₹4,840","Primary Fabric: 100% Cotton Muslin - Yarn Dyed, Azo-Free Dyed, Handspun, Hand Woven in Murshidabad (West Bengal),This is a lined garment,Pattern: Checks,Color: Powder Blue, White,Style: Straight,Length: Mid-Thigh Length,High Rise waist,Half Elasticated Waist, Attached Belt at Waist,This garment has Slash Pocket,Number of Pockets: 2,Garment Transparency: Translucent,Comfort Fit,Tie-Up at front",0.00,Powder Blue Checkered Handspun Shorts
